Label,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_242,242,36,0,0,0,0,0,4.375,147.875,152.250,143.324,242,75.588,648.301,0,32.944,48.491,25.050,32.482,5.348,171.497,221.103,116.932,174.191,27.742
Track_243,243,15,0,0,0,0,0,1.750,148.000,149.750,41.492,243,1075.444,697.490,0,23.738,29.919,21.707,23.014,2.239,139.424,178.147,110.093,139.138,21.616
Track_244,244,634,1,3,0,0,0,79.500,148.375,227.875,1330.601,244,697.111,947.026,0,16.771,56.537,0.000,16.239,5.733,191.652,504.022,111.389,186.064,44.455
Track_245,245,1212,0,0,0,0,0,151.375,148.500,299.875,2.817,245,1256.708,766.396,0,0.338,12.093,0.008,0.202,0.898,237.871,281.399,149.367,238.016,5.404
Track_247,247,61,14,15,0,0,0,14.875,149.750,164.625,10.308,247,805.568,801.572,0,3.126,18.860,0.000,1.634,4.052,136.994,183.202,129.634,131.194,15.276
Track_248,248,72,1,1,0,0,0,9.000,150.250,159.250,224.505,248,1217.743,696.932,0,25.085,61.693,5.200,24.888,6.821,146.848,252.781,114.075,143.048,24.253
Track_249,249,12,1,16,0,0,0,3.375,149.875,153.250,9.872,249,792.632,793.314,0,9.624,20.835,0.338,9.120,7.755,164.255,175.751,124.489,171.710,17.808
Track_252,252,106,1,1,0,0,0,13.250,152.625,165.875,438.752,252,375.185,644.074,0,33.225,52.399,23.466,31.852,6.408,168.475,224.931,110.579,169.263,27.538
Track_255,255,525,0,0,0,0,0,65.500,153.500,219.000,1330.563,255,694.957,716.194,0,20.348,56.459,0.000,20.257,6.535,398.014,615.932,340.836,394.333,32.371
Track_257,257,4,1,13,0,0,0,2.000,152.875,154.875,1.713,257,482.694,389.077,0,22.201,34.659,3.736,28.207,16.313,138.191,143.909,133.274,142.034,4.828
Track_266,266,432,0,0,0,0,0,53.875,159.375,213.250,1330.551,266,707.876,620.157,0,24.777,53.069,5.200,23.314,8.009,279.978,360.722,159.238,279.865,30.141
Track_272,272,557,0,0,0,0,0,69.500,161.625,231.125,1330.550,272,659.688,370.276,0,19.158,48.407,0.000,18.218,6.109,330.050,542.800,221.612,333.824,51.420
Track_277,277,21,0,0,0,0,0,2.500,166.375,168.875,71.648,277,649.461,642.147,0,28.698,46.854,19.776,27.468,6.880,150.083,179.367,110.576,152.789,22.362
Track_278,278,16,6,18,0,0,0,7.500,167.125,174.625,0.004,278,383.564,330.516,0,0.194,0.536,0.015,0.164,0.168,142.000,143.553,141.018,141.962,0.689
Track_284,284,621,0,0,0,0,0,77.500,170.750,248.250,1330.563,284,681.413,349.889,0,17.190,47.194,0.000,16.471,5.529,290.471,504.502,190.021,290.395,28.034
Track_285,285,24,0,0,0,0,0,2.875,171.500,174.375,101.559,285,794.496,641.136,0,35.371,55.561,17.983,37.614,13.295,157.986,208.101,120.157,163.644,24.536
Track_289,289,29,0,0,0,0,0,3.500,174.875,178.375,103.725,289,906.182,640.094,0,29.685,38.514,13.373,34.120,8.798,153.811,196.092,110.699,152.210,24.157
Track_290,290,512,0,0,0,0,0,63.875,175.125,239.000,1330.596,290,649.700,896.520,0,20.982,62.802,3.514,20.755,7.116,559.349,723.382,200.508,559.259,51.032
Track_292,292,78,0,0,0,0,0,9.625,179.000,188.625,217.076,292,1080.278,638.315,0,22.844,36.273,12.027,23.077,4.946,158.015,200.273,110.199,160.339,25.456
Track_293,293,403,0,0,0,0,0,50.250,179.750,230.000,1330.554,293,618.976,419.873,0,26.544,80.552,0.000,25.628,9.069,254.471,344.024,128.523,252.819,32.175
Track_294,294,24,0,0,0,0,0,2.875,179.750,182.625,0.513,294,914.957,820.459,0,1.906,4.515,0.060,1.528,1.233,156.071,160.858,153.020,156.523,2.295
Track_295,295,6,2,10,0,0,0,2.750,181.875,184.625,0.027,295,383.557,330.515,0,0.163,0.493,0.031,0.076,0.192,142.218,143.213,141.425,142.451,0.593
Track_301,301,467,0,0,0,0,0,58.250,185.125,243.375,1330.550,301,664.507,317.011,0,22.893,55.081,0.000,22.088,8.698,457.191,687.350,149.939,470.484,73.301
Track_303,303,446,0,0,0,0,0,55.625,187.250,242.875,1330.563,303,674.697,897.080,0,24.057,47.513,5.200,23.696,7.413,233.173,375.924,128.469,231.953,39.258
Track_305,305,5,1,12,0,0,0,2.000,187.500,189.500,0.019,305,383.383,330.505,0,0.257,0.413,0.045,0.349,0.162,142.281,143.244,141.625,142.226,0.613
Track_306,306,29,0,0,0,0,0,3.500,189.000,192.500,100.494,306,1249.701,636.415,0,28.759,38.677,20.966,28.574,4.979,165.873,216.883,114.530,163.634,32.077
Track_309,309,17,2,15,0,0,0,5.250,189.750,195.000,39.000,309,592.724,964.600,0,25.790,52.000,2.275,15.600,19.339,137.244,155.230,114.491,133.195,11.675
Track_311,311,53,18,17,0,0,0,20.875,192.125,213.000,0.735,311,383.348,330.766,0,1.034,7.865,0.014,0.263,1.878,146.812,187.130,139.918,142.239,10.388
Track_312,312,519,0,0,0,0,0,64.750,193.250,258.000,1330.551,312,663.128,736.855,0,20.592,80.960,0.000,19.402,8.352,287.626,558.176,194.224,288.195,45.211
Track_315,315,116,0,0,0,0,0,14.375,193.625,208.000,335.559,315,165.576,542.635,0,23.455,51.785,10.400,22.043,8.301,217.070,436.470,118.124,219.987,38.199
Track_317,317,831,1,6,0,0,0,104.500,195.375,299.875,278.490,317,247.576,327.888,0,3.135,43.284,0.000,0.453,6.309,260.472,512.187,232.215,257.317,21.170
Track_319,319,142,1,2,0,0,0,17.875,197.125,215.000,196.950,319,760.381,964.600,0,11.002,31.200,5.200,10.400,4.738,173.019,295.998,115.424,164.275,41.144
Track_331,331,28,2,1,0,0,0,3.625,208.750,212.375,7.941,331,246.000,339.914,0,5.763,10.487,0.614,6.677,3.499,123.311,135.347,113.042,122.687,7.024
Track_332,332,332,2,2,0,0,0,41.750,209.000,250.750,980.904,332,848.010,539.192,0,23.543,54.292,0.000,22.410,8.129,230.389,321.728,112.256,230.668,44.744
Track_340,340,468,0,0,0,0,0,58.375,214.000,272.375,1330.556,340,689.942,433.068,0,22.869,53.993,0.000,22.340,8.746,462.551,631.179,190.424,463.470,52.803
Track_343,343,544,0,0,0,0,0,67.875,215.250,283.125,1330.551,343,654.538,570.120,0,19.612,63.182,0.000,18.600,5.970,260.258,468.375,140.722,253.576,52.844
Track_344,344,13,3,8,0,0,0,2.875,217.000,219.875,0.138,344,383.203,330.317,0,0.252,0.757,0.042,0.241,0.211,142.303,143.179,141.472,142.062,0.524
